time,Mode,Knee_Angle,Knee_Velocity,Knee_Current,Ankle_Angle,Ankle_Velocity,Ankle_Current,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Z,Gyro_Y,Shank_Angle,Thigh_Angle,Knee_Ref_Torque,Ankle_Ref_Torque,Filtered_Vertical_Load
0,1,0.0599739575385805,0.000152592547379986,-0.0360830510371207,0.00488296151615955,0.000152592547379986,-0.00422681356242561,-0.00287891272723574,-0.160110273547573,0.00157678965625985,0.00295012258267973,-0.00243639433983378,-0.000778221991637928,-0.0178940193894264,-0.0777764213995788,-0.0359202856532487,-0.00411999877925962,0.583951333150222
0.03,1,0.0600248217210405,0.000152592547379986,-0.0358490757978047,0.00488296151615955,0.000152592547379986,-0.00416577654347362,-0.00350962858973968,-0.159357483647165,0.00137333292641987,0.0021617277545498,-0.000528987497583951,-0.00147506129133986,-0.0182144637389243,-0.0781680756045208,-0.0358592486342967,-0.00411999877925962,0.583325703705964
0.06,1,0.0601214636677145,0.000152592547379986,-0.0360220140181687,0.00477614673299356,0.000152592547379986,-0.00404370250556963,-0.00289925840021973,-0.159764397106845,0.00127160456149988,0.00193283893347982,-0.0032451348409477,-0.00135807367168188,-0.0181585131382183,-0.0781273842585528,-0.0360830510371207,-0.00376903592028565,0.5839157282225
0.09,1,0.0601214636677145,0.000152592547379986,-0.0363017670216987,0.00461338134912158,0.000152592547379986,-0.00402335683258563,-0.00411999877925962,-0.159967853836685,0.00167851802117985,0.00292977690969573,-0.00235501164789778,-0.00152592547379986,-0.0185857722708823,-0.0786563717561368,-0.0364696188238166,-0.00366222113711966,0.584383678701132
0.12,1,0.0601214636677145,0.000152592547379986,-0.0364085818048646,0.00445061596524959,0.000152592547379986,-0.00403861608732363,-0.00371308531957966,-0.159967853836685,0.000966419466739911,0.00141911069063387,-0.00193283893347982,-0.000747703482161931,-0.0191757967874182,-0.0791650135807367,-0.0364696188238166,-0.00366222113711966,0.58088930936613
0.15,1,0.0600858587399925,0.000152592547379986,-0.0361796929837947,0.0043590604368216,0.000152592547379986,-0.00367239397361166,-0.0032247891679637,-0.159560940377005,0.00137333292641987,0.00253303628650777,-0.00178533280434584,-0.0010528885769219,-0.0194657226274402,-0.0794244209112827,-0.0360423596911527,-0.00358592486342967,0.58165227210303
0.18,1,0.0600655130670085,0.000152592547379986,-0.0359864090904467,0.00414034445224362,0.000152592547379986,-0.00360118411816767,-0.00318409782199571,-0.159967853836685,0.00123091321553189,0.00244148075807978,-0.00156661681976786,-0.00140385143589587,-0.0191757967874182,-0.0791344950712607,-0.0360016683451847,-0.00320444349497971,0.581321654917041
0.21,1,0.0601214636677145,0.000152592547379986,-0.0363170262764367,0.00396740623187963,0.000152592547379986,-0.00348419649850968,-0.00371308531957966,-0.160110273547573,0.0011088391776279,0.00194301176997182,-0.00266528316090375,-0.00196844386120182,-0.0194148584449802,-0.0794752850937427,-0.0364696188238166,-0.00320444349497971,0.582104963326925
0.24,1,0.0601418093406985,0.000152592547379986,-0.0363933225501267,0.00381990010274565,0.000152592547379986,-0.00347402366201768,-0.0033061718598997,-0.159947508163701,0.00123091321553189,0.00246182643106377,-0.00229397462894579,-0.00119530828780989,-0.0196640929390342,-0.0796634825688447,-0.0364696188238166,-0.00320444349497971,0.58282214829961
0.27,1,0.0601621550136825,0.000152592547379986,-0.0364289274778486,0.00381481368449965,0.000152592547379986,-0.00336212246060569,-0.0033061718598997,-0.159723705760877,0.00135298725343588,0.00126651814325388,-0.00303659169286172,0.000625629444257942,-0.0196437472660502,-0.0797397788425347,-0.0364696188238166,-0.00285348063600574,0.579185359253721
