time,Mode,Knee_Angle,Knee_Velocity,Knee_Current,Ankle_Angle,Ankle_Velocity,Ankle_Current,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Z,Gyro_Y,Shank_Angle,Thigh_Angle,Knee_Ref_Torque,Ankle_Ref_Torque,Filtered_Vertical_Load
0,1,0.0535345520391451,0.000152592547379986,-0.0319325337483851,0.00320444349497971,0.000152592547379986,-0.0021464684998118,-0.00523901079337952,-0.160171310566525,-0.010732342499059,0.00487278867966755,0.00348419649850968,0.000910468866033916,-0.0294401888078453,-0.0828424939725944,-0.0320444349497971,-0.00228888821069979,0.517955056408378
0.03,1,0.0535192927844071,0.000152592547379986,-0.0319477930031231,0.00316883856725771,0.000152592547379986,-0.00240587583035778,-0.0054424675232195,-0.159764397106845,-0.010427157404299,0.00455234433016958,0.00168869085767184,-0.0011393576871039,-0.0292875962604653,-0.0826848150069684,-0.0320444349497971,-0.00228888821069979,0.518723105563524
0.06,1,0.0535192927844071,0.000152592547379986,-0.032100385550503,0.00305185094759972,0.000152592547379986,-0.00250251777703177,-0.00554419588813949,-0.160985137485885,-0.0102237006744591,0.00449639372946359,-0.000127160456149988,-0.000915555284279916,-0.0294910529903053,-0.0828882717368084,-0.0320444349497971,-0.00228888821069979,0.521149327066866
0.09,1,0.0535396384573911,0.000152592547379986,-0.0320190028585671,0.00305185094759972,0.000152592547379986,-0.00226345611946979,-0.00523901079337952,-0.160578224026205,-0.0100202439446191,0.0043234555090996,0.00205491297138381,0.000595110934781945,-0.0294045838801233,-0.0828119754631184,-0.0320444349497971,-0.00228888821069979,0.520701722261218
0.12,1,0.0535599841303751,0.000152592547379986,-0.0319783115125991,0.00305185094759972,0.000152592547379986,-0.00205491297138381,-0.00550350454217149,-0.160456149988301,-0.010691651153091,0.00457269000315358,0.0011139255958739,-0.000940987375509913,-0.0295215714997813,-0.0830408642841884,-0.0320444349497971,-0.00228888821069979,0.519043549913022
0.15,1,0.0535548977121291,0.000152592547379986,-0.0320139164403211,0.00305185094759972,0.000152592547379986,-0.00233975239315978,-0.00495417137160354,-0.160435804315317,-0.0114647867264829,0.00412508519750562,0.00157170323801386,-0.0011139255958739,-0.0291248308765933,-0.0825423952960804,-0.0320444349497971,-0.00228888821069979,0.518936735129856
0.18,1,0.0534328236742251,0.000152592547379986,-0.0320240892768131,0.00305185094759972,0.000152592547379986,-0.00242113508509578,-0.00586972665588346,-0.161473433637501,-0.010752688172043,0.0043387147638376,0.00370799890133366,-0.00076296273689993,-0.0293588061159093,-0.0827356791894284,-0.0320444349497971,-0.00228888821069979,0.521362956633198
0.21,1,0.0535192927844071,0.000152592547379986,-0.0320495213680431,0.00305185094759972,0.000152592547379986,-0.0021719005910418,-0.00509659108249153,-0.159947508163701,-0.00991851557969909,0.00428276416313161,0.0022278511917478,0.000116987619657989,-0.0293282876064333,-0.0827356791894284,-0.0320444349497971,-0.00228888821069979,0.521464684998118
0.24,1,0.0534124780012411,0.000152592547379986,-0.0320240892768131,0.00292469049144973,0.000152592547379986,-0.00201930804366181,-0.00481175166071556,-0.160334075950397,-0.011240984323659,0.0022024191005178,0.00181076489557583,-0.00144454278186387,-0.0287636951811274,-0.0821609139276304,-0.0320444349497971,-0.00228888821069979,0.520340586565752
0.27,1,0.0535142063661611,0.000152592547379986,-0.0320088300220751,0.00289925840021973,0.000152592547379986,-0.00203965371664581,-0.00536108483128351,-0.160171310566525,-0.0118513545131789,0.00198370311593982,0.0011393576871039,-0.000971505884985911,-0.0288247322000793,-0.0822321237830744,-0.0320444349497971,-0.00228888821069979,0.519816685486414
0.3,1,0.0535548977121291,0.000152592547379986,-0.0318969288206631,0.00289925840021973,0.000152592547379986,-0.0021515549180578,-0.00591041800185146,-0.160171310566525,-0.010895107882931,0.00344350515254168,0.00246691284930977,-0.000798567664621927,-0.0290281889299193,-0.0824355805129144,-0.0320444349497971,-0.00228888821069979,0.523082166000346
0.33,1,0.0534073915829951,0.000152592547379986,-0.0319121880754011,0.00289925840021973,0.000152592547379986,-0.0021668141727958,-0.00536108483128351,-0.159744051433861,-0.0100609352905871,0.00337229529709769,0.00172938220363984,-0.000595110934781945,-0.0292977690969573,-0.0825576545508184,-0.0320444349497971,-0.00228888821069979,0.520132043417666
0.36,1,0.0534073915829951,0.000152592547379986,-0.0320088300220751,0.00289925840021973,0.000152592547379986,-0.00246182643106377,-0.00477106031474756,-0.160964791812901,-0.010467848750267,0.00320444349497971,0.00138859218115787,-0.000671407208471938,-0.0289468062379833,-0.0822829879655344,-0.0320444349497971,-0.00228888821069979,0.52038127791172
0.39,1,0.0534073915829951,0.000152592547379986,-0.0320495213680431,0.00289925840021973,0.000152592547379986,-0.00235501164789778,-0.00511693675547553,-0.160720643737093,-0.0103050833663951,0.00317901140374971,0.00130720948922188,0,-0.0287636951811274,-0.0821100497451705,-0.0320444349497971,-0.00228888821069979,0.522151351461328
0.42,1,0.0534480829289631,0.000152592547379986,-0.0320546077862891,0.00289925840021973,0.000152592547379986,-0.0021871598457798,-0.00489313435265155,-0.159805088452813,-0.0114851323994669,0.00284330779951374,-0.000203456729839981,5.08641824599953e-05,-0.0285958433790094,-0.0819472843612985,-0.0320444349497971,-0.00228888821069979,0.52137312946969
0.45,1,0.0534379100924711,0.000152592547379986,-0.0319935707673371,0.00289925840021973,0.000152592547379986,-0.00224311044648579,-0.00503555406353954,-0.159967853836685,-0.011261329996643,0.00183619698680583,0.000274666585283975,-0.00237027090263578,-0.0283160903754794,-0.0816777041942605,-0.0320444349497971,-0.00228888821069979,0.521510462762332
0.48,1,0.0534073915829951,0.000152592547379986,-0.0319325337483851,0.00289925840021973,0.000152592547379986,-0.00247199926755577,-0.00530004781233151,-0.160456149988301,-0.011118910285755,0.00138350576291187,0.00266528316090375,-0.000305185094759972,-0.0284839421775974,-0.0818404695781325,-0.0320444349497971,-0.00228888821069979,0.520961129591764
0.51,1,0.0534480829289631,0.000152592547379986,-0.032105471968749,0.00289925840021973,0.000152592547379986,-0.00232957955666779,-0.00534073915829951,-0.160334075950397,-0.010671305480107,0.00281787570828374,0.0022075055187638,-0.000132246874395988,-0.0285856705425174,-0.0819523707795445,-0.0320444349497971,-0.00228888821069979,0.522029277423424
0.54,1,0.0534073915829951,0.000152592547379986,-0.0320139164403211,0.00289925840021973,0.000152592547379986,-0.00204474013489181,-0.00505589973652353,-0.159927162490717,-0.010915453555915,0.00271614734336375,-0.000915555284279916,-0.00226854253771579,-0.0285348063600574,-0.0817896053956725,-0.0320444349497971,-0.00228888821069979,0.521083203629668
0.57,1,0.0534073915829951,0.000152592547379986,-0.0319427065848771,0.00289925840021973,0.000152592547379986,-0.00205491297138381,-0.00521866512039552,-0.160293384604429,-0.011363058361563,0.00196335744295582,0.00101728364919991,-0.00134281441694388,-0.0284534236681214,-0.0817489140497045,-0.0320444349497971,-0.00228888821069979,0.52150028992584
0.6,1,0.0534073915829951,0.000152592547379986,-0.0319630522578611,0.00289925840021973,0.000152592547379986,-0.00205491297138381,-0.00525935646636352,-0.160171310566525,-0.011322367015595,0.00309254229356772,-6.10370189519944e-05,-0.00076296273689993,-0.0286772260709454,-0.0819421979430524,-0.0320444349497971,-0.00228888821069979,0.5240943632313
0.63,1,0.0534073915829951,0.000152592547379986,-0.0320037436038291,0.00289925840021973,0.000152592547379986,-0.00234992522965178,-0.00513728242845953,-0.159805088452813,-0.0114037497075309,0.00277718436231574,0.00152592547379986,-0.00145471561835587,-0.0285551520330414,-0.0818608152511165,-0.0320444349497971,-0.00228888821069979,0.520472833440148
0.66,1,0.0533768730735191,0.000152592547379986,-0.0319732250943531,0.00289925840021973,0.000152592547379986,-0.00229906104719179,-0.00558488723410749,-0.160415458642333,-0.011322367015595,0.00161748100222785,0.00280770287179174,-0.000630715862503942,-0.0285246335235654,-0.0817997782321645,-0.0320444349497971,-0.00228888821069979,0.52033041372926
0.69,1,0.0533667002370271,0.000152592547379986,-0.0320546077862891,0.00289925840021973,0.000152592547379986,-0.00239061657561978,-0.0054221218502355,-0.159764397106845,-0.010345774712363,0.00245165359457177,0.000193283893347982,-0.00231940672017579,-0.0288908556372773,-0.0821558275093845,-0.0320444349497971,-0.00228888821069979,0.521591845454268
0.72,1,0.0534073915829951,0.000152592547379986,-0.0320139164403211,0.00289925840021973,0.000152592547379986,-0.00204474013489181,-0.00489313435265155,-0.160171310566525,-0.0097760958688111,0.00446587521998759,-8.13826919359925e-05,-0.00234992522965178,-0.0289722383292133,-0.0823389385662404,-0.0320444349497971,-0.00228888821069979,0.521663055309712
0.75,1,0.0534073915829951,0.000152592547379986,-0.0319427065848771,0.00289925840021973,0.000152592547379986,-0.00196335744295582,-0.00334686320586769,-0.160334075950397,-0.010996836247851,0.00223802402823979,-0.00721254107282734,0.00174972787662384,-0.0281889299193294,-0.0815454573198645,-0.0320444349497971,-0.00228888821069979,0.52068646300648
0.78,1,0.0533870459100111,0.000152592547379986,-0.0319223609118931,0.00289925840021973,0.000152592547379986,-0.0021973326822718,-0.00375377666554765,-0.159723705760877,-0.011363058361563,0.000722271390931934,-0.0170089826146224,0.00170903653065584,-0.0275683868933175,-0.0808435316019166,-0.0320444349497971,-0.00228888821069979,0.52017782118188
0.81,1,0.0532547990356151,0.000152592547379986,-0.0320444349497971,0.00274666585283975,0.000152592547379986,-0.0022075055187638,-0.00277718436231574,-0.159235409609261,-0.010793379518011,0.000712098554439934,-0.0359609769992167,0.00163782667521185,-0.0280261645354574,-0.0812809635710725,-0.0320444349497971,-0.00171920936714784,0.516698711101616
0.84,1,0.0530004781233151,-6.10370189519944e-05,-0.032237718843145,0.00190232042400382,-0.00550350454217149,-0.00158696249275185,-0.00314340647602771,-0.160863063447981,-0.0117292804752749,-0.00139367859940387,-0.0516373180333872,-0.000579851680043947,-0.0286060162155014,-0.0815454573198645,-0.0320444349497971,0.0010884935046439,0.511795403912473
0.87,1,0.0503860591448714,-0.00768049155145929,-0.0277413251136814,0.000498468988107954,-0.00202439446190781,0.00291960407320373,-0.00704977568895535,-0.160252693258461,-0.010711996826075,-0.00659199804681539,-0.0573239336324147,-0.00476088747825556,-0.0316782128360851,-0.0819828892890204,-0.0265205847346416,0.00292977690969573,0.500086469110182
